PCON15CD,seat,hanrettyLeave,con_PC_2015,green_PC_2015,lab_PC_2015,ld_PC_2015,pc_PC_2015,snp_PC_2015,ukip_PC_2015,con_NUM_2015,green_NUM_2015,lab_NUM_2015,ld_NUM_2015,pc_NUM_2015,snp_NUM_2015,ukip_NUM_2015,electorate_2015,totalVotes_2015,ukip_candidate,electorate_2017,totalVotes_2017,con_NUM_2017,con_PC_2017,green_NUM_2017,green_PC_2017,lab_NUM_2017,lab_PC_2017,ld_NUM_2017,ld_PC_2017,other_NUM_2017,other_PC_2017,pc_NUM_2017,pc_PC_2017,snp_NUM_2017,snp_PC_2017,ukip_NUM_2017,ukip_PC_2017,turnout_PC_2015,turnout_PC_2017,hanrettyEstimate,age_students_18to24,age_18to24,age_65plus,cob_britain,cob_restOfEurope,cob_restOfWorld,demos_popDens,demos_nationalID,demos_nonWhiteUk,demos_noPassport,demos_religion_xian,demos_religion_muslim,demos_religion_atheist,age_students_18to24_num,age_studentsHome_num,age_studentsTerm_num,age_18to24_num,age_65plus_num,cob_britain_num,cob_restOfEurope_num,cob_restOfWorld_num,demos_popDens_num,demos_nationalID_num,demos_nonWhiteUk_num,demos_noPassport_num,demos_religion_xian_num,demos_religion_muslim_num,demos_religion_atheist_num,age_students_18to24_denom,age_studentsHome_denom,age_studentsTerm_denom,age_18to24_denom,age_65plus_denom,cob_britain_denom,cob_restOfEurope_denom,cob_restOfWorld_denom,demos_popDens_denom,demos_nationalID_denom,demos_nonWhiteUk_denom,demos_noPassport_denom,demos_religion_xian_denom,demos_religion_muslim_denom,demos_religion_atheist_denom,edu_degree_2015,edu_degree_over50,edu_noQuals_2015,edu_students_termTime,edu_students_homeTime,edu_degree_2015_num,edu_degree_over50_num,edu_noQuals_2015_num,edu_students_termTime_num,edu_students_homeTime_num,edu_degree_2015_denom,edu_degree_over50_denom,edu_noQuals_2015_denom,edu_students_termTime_denom,edu_students_homeTime_denom,econ_seg_AB,econ_seg_C1,econ_seg_C2,econ_seg_DE,econ_seg_ABC1,econ_seg_C2DE,econ_intermediate,econ_routineSemiRoutine,econ_routineSemiroutineNone,econ_seg_AB_num,econ_seg_C1_num,econ_seg_C2_num,econ_seg_DE_num,econ_seg_ABC1_num,econ_seg_C2DE_num,econ_intermediate_num,econ_routineSemiRoutine_num,econ_routineSemiroutineNone_num,econ_seg_AB_denom,econ_seg_C1_denom,econ_seg_C2_denom,econ_seg_DE_denom,econ_seg_ABC1_denom,econ_seg_C2DE_denom,econ_routineSemiRoutine_denom,econ_routineSemiroutineNone_denom,econ_intermediate_denom,econ_activityRate_2015,econ_employmentRate_2015,econ_unemploymentRate_2015,econ_unemploymentRateMen_2015,econ_activityRate_2015_num,econ_employmentRate_2015_num,econ_unemploymentRate_2015_num,econ_unemploymentRateMen_2015_num,econ_activityRate_2015_denom,econ_employmentRate_2015_denom,econ_unemploymentRate_2015_denom,econ_unemploymentRateMen_2015_denom,econ_managers_1_2015,econ_professional_2_2015,econ_tech_3_2015,econ_administrative_4_2015,econ_skilledTrades_5_2015,econ_careLeisure_6_2015,econ_sales_7_2015,econ_machines_8_2015,econ_routine_9_2015,econ_managers_1_2015_num,econ_professional_2_2015_num,econ_tech_3_2015_num,econ_administrative_4_2015_num,econ_skilledTrades_5_2015_num,econ_careLeisure_6_2015_num,econ_sales_7_2015_num,econ_machines_8_2015_num,econ_routine_9_2015_num,econ_managers_1_2015_denom,econ_professional_2_2015_denom,econ_tech_3_2015_denom,econ_administrative_4_2015_denom,econ_skilledTrades_5_2015_denom,econ_careLeisure_6_2015_denom,econ_sales_7_2015_denom,econ_machines_8_2015_denom,econ_routine_9_2015_denom,health_badHealth,health_activitiesLimitedALot,health_activiesLimitedAny,health_badHealth_num,health_activitiesLimitedALot_num,health_activiesLimitedAny_num,health_badHealth_denom,health_activitiesLimitedALot_denom,health_activiesLimitedAny_denom,econ_belowLivingWage,econ_medianHousePrice,econ_grossPayFTE
E14000731,Harrow East,47.48,50.34,1.73,40.63,2.12,NA,NA,4.76,24668,846,19911,1037,NA,NA,2333,70981,49e3,0,71757,50845,25129,49.42,771,1.52,23372,45.97,1573,3.09,NA,NA,NA,NA,NA,NA,NA,NA,0.6903255800848114,0.7085719860083337,1,50,9.48,14.77,55.22,7.73,37.04,43.76,27.1,67.5,5,33.7,13,6.7,2600,NA,NA,9834,15327,57299,8025,38437,103761,20500,66500,5188,34967,13489,6952,5200,103761,103761,103761,103761,103761,103761,103761,2370.9,96100,95600,103761,103761,103761,103761,45.1,20.27,3.4,163.08,187.88,19700,3e3,2e3,8480,9770,51600,14800,59300,5200,5200,27.78,30.54,18.95,22.73,58.32,41.68,13.8,17.87,17.88,7197,7910,4908,5888,15107,10796,10460,13544,13551,25903,25903,25903,25903,25903,25903,75783,75783,75783,72.9,69.8,4.2,3.8,43200,41400,1800,900,59300,59300,43200,23600,7.3,23.4,14.2,14.4,10.2,8.8,7.4,5.5,8.71,3100,1e4,6e3,6100,4300,3700,3100,2400,3700,42500,42500,42500,42500,42500,42500,42500,42500,42500,5.03,7.26,15.27,5220,7532,15843,103761,103761,103761,24.8,485e3,31073
E14000926,Shrewsbury & Atcham,53.02,45.52,4.15,27.84,7.89,NA,NA,14.44,24628,2247,15063,4268,NA,NA,7813,76400,54102,1,79043,58203,29073,49.95,1067,1.83,22446,38.57,4254,7.31,NA,NA,NA,NA,NA,NA,1363,2.34,0.7081413612565445,0.7363460394974887,1,34.57,7.83,19.17,94.84,2.14,3.02,1.7,66.6,6.099999999999994,20.7,65.2,0.4,25.9,2800,NA,NA,8019,19623,97104,2186,3092,102382,52600,6700,21193,66753,410,26517,8100,102382,102382,102382,102382,102382,102382,102382,60164.48,101400,101400,102382,102382,102382,102382,41.2,26.73,3.6,62.44,72.02,18400,5400,2300,5058,5834,52400,20200,63200,8100,8100,23.69,29.6,23.86,22.85,53.29,46.71,12.73,26.14,26.16,7303,9123,7355,7045,16426,14400,9519,19550,19560.4,30826,30826,30826,30826,30826,30826,74784,74784,74784,85.1,81.3,4.5,7.1,53800,51400,2400,1900,63200,63200,53800,27400,9.1,22.4,12.4,8.9,11.7,10.3,9.4,6.4,9.35,4900,12e3,6700,4800,6300,5500,5e3,3400,5e3,53500,53500,53500,53500,53500,53500,53500,53500,53500,4.92,7.96,17.77,5036,8151,18198,102382,102382,102382,28.3,2e5,27030
E14000979,Stretford & Urmston,48.47,27.84,4.71,53.04,2.94,NA,NA,10.93,12916,2187,24601,1362,NA,NA,5068,69026,46386,1,71840,50191,13814,27.52,641,1.28,33519,66.78,1001,1.99,122,0.24,NA,NA,NA,NA,1094,2.18,0.6720076492915713,0.6986497772828508,1,22.09,8.34,14.78,88.84,2.5,8.66,21.1,59.9,28.599999999999994,15,61.4,9.4,20.4,1900,NA,NA,8240,14594,87725,2473,8551,98749,43900,28300,14812,60632,9282,20145,8600,98749,98749,98749,98749,98749,98749,98749,4680.74,95100,95100,98749,98749,98749,98749,37.6,15.7,7,66.95,74.56,15900,2700,4300,5758,6412,50400,17200,61500,8600,8600,19.6,33.72,19,27.68,53.32,46.68,15.82,25.8,25.81,6055,10416,5869,8549,16471,14418,11241,18336,18346.8,30889,30889,30889,30889,30889,30889,71075,71075,71075,80.9,76,6,4.7,5e4,47e3,3e3,1200,61800,61800,5e4,26200,9.5,22.3,15.2,10.8,10,7.9,12.5,3.4,8.39,4500,10700,7300,5100,4800,3800,6e3,1600,4e3,47700,47700,47700,47700,47700,47700,47700,47700,47700,6.44,9.53,19.3,6362,9415,19059,98749,98749,98749,26.2,196563,28006
S14000038,Inverclyde,36.2,9.97,NA,30.31,2.48,NA,55.11,1.6,4446,NA,13522,1106,NA,24585,715,59350,44607,0,58853,39093,8399,21.48,NA,NA,14666,37.52,978,2.5,NA,NA,NA,NA,15050,38.5,NA,NA,0.751592249368155,0.6642482116459654,0,29.69,8.71,18.13,97.68,0.77,1.55,5.08,69.93,3.299999999999997,NA,NA,NA,NA,1900,NA,NA,7097,14776,79594,624,1267,81485,66e3,2400,NA,NA,NA,NA,6400,81485,81485,81485,81485,81485,81485,81485,16045.26,78300,78300,81485,81485,81485,81485,35.2,14.77,13.5,75.34,NA,9400,2600,6700,4822,NA,40700,17600,49500,6400,6400,13.61,30.57,20.71,35.11,44.18,55.82,NA,NA,NA,3695,8298,5623,9530,11993,15153,NA,NA,NA,27146,27146,27146,27146,27146,27146,NA,NA,NA,73.8,67.5,8.5,12.1,36800,33700,3100,2200,49900,49900,36800,18500,6.5,20.9,12,12.5,7.6,10.6,11.6,6.5,11.08,2200,7200,4100,4300,2600,3600,4e3,2200,3800,34300,34300,34300,34300,34300,34300,34300,34300,34300,7.42,12.47,23.74,6049,10158,19341,81485,81485,81485,22.1,95e3,27952
E14001028,Wentworth & Dearne,68.98,14.91,NA,56.89,2.63,NA,NA,24.85,6441,NA,24571,1135,NA,NA,10733,74283,43189,0,74890,43947,13744,31.27,NA,NA,28547,64.96,1656,3.77,NA,NA,NA,NA,NA,NA,NA,NA,0.5814116285018106,0.5868206703164641,1,12.64,8.4,17.14,97.79,0.91,1.3,10.56,76.7,5,24.5,70.2,0.5,22.3,1100,NA,NA,8008,16347,93252,867,1243,95362,69300,1700,23364,66944,477,21266,8700,95362,95362,95362,95362,95362,95362,95362,9029.5,95100,94800,95362,95362,95362,95362,26.6,16.18,10.7,45.1,50.63,10600,2800,6300,3924,4405,48100,17300,58500,8700,8700,12.44,26.79,26.58,34.18,39.24,60.76,13.6,35.37,35.39,3701,7968,7906,10166,11669,18072,9472,24640,24657.5,29741,29741,29741,29741,29741,29741,69670,69670,69670,77.6,75.1,3.2,4.6,45500,44100,1400,1200,58700,58700,45500,25100,7.6,15.5,12.3,11.5,11.1,8.7,13,7.1,11.24,3400,6900,5500,5100,5e3,3900,5800,3200,5e3,44500,44500,44500,44500,44500,44500,44500,44500,44500,8.64,12.87,24.13,8244,12269,23009,95362,95362,95362,31.9,119e3,23541
E14001033,Lancashire West,54.94,32.44,3.18,49.27,2.61,NA,NA,12.2,16114,1582,24474,1298,NA,NA,6058,70906,49676,0,73258,54389,20341,37.4,680,1.25,32030,58.89,1069,1.97,269,0.49,NA,NA,NA,NA,NA,NA,0.7005895128762023,0.7424308607933604,1,NA,10.22,18.5,96.55,1.99,1.47,3.61,70.3,6.299999999999997,18.2,75.8,0.3,17.5,NA,NA,NA,9690,17535,91522,1884,1391,94797,53e3,7600,17253,71856,284,16589,8500,94797,94797,94797,94797,94797,94797,94797,26235.21,93500,93500,94797,94797,94797,94797,31.3,25.33,11.6,86.67,74.28,10600,3800,6400,7367,6314,43300,15e3,55200,8500,8500,20.9,30.13,20.98,27.99,51.03,48.97,12.45,26.97,26.98,5739,8276,5763,7686,14015,13449,8688,18823,18835.5,27464,27464,27464,27464,27464,27464,69801,69801,69801,70.3,66.5,5.5,NA,38800,36700,2100,NA,55200,55200,38800,17600,6.4,15.7,12.2,10.8,7.8,16.4,5.8,8.5,16.36,2400,5900,4600,4100,3e3,6200,2200,3200,6200,37900,37900,37900,37900,37900,37900,37900,37900,37900,6.42,10.28,19.99,6085,9747,18947,94797,94797,94797,18.7,177e3,27689
E14000769,Kettering,60.99,51.82,3.46,25.15,3.16,NA,NA,16.1,24467,1633,11877,1490,NA,NA,7600,70155,47218,0,71523,49404,28616,57.92,1116,2.26,18054,36.54,1618,3.28,NA,NA,NA,NA,NA,NA,NA,NA,0.6730525265483572,0.690742837968206,0,NA,7.51,16.04,92.09,3.47,4.44,4,67.7,13.5,20.7,59,0.8,30.8,NA,NA,NA,7022,14994,86080,3244,4151,93475,55600,13800,19349,55150,748,28790,9e3,93475,93475,93475,93475,93475,93475,93475,23348.99,97e3,97e3,93475,93475,93475,93475,31.5,28.76,7,41.96,52.24,9400,4400,4e3,3776,4702,44600,15300,57500,9e3,9e3,20.38,29.51,24.39,25.73,49.89,50.11,13.36,29.63,29.65,6088,8813,7284,7684,14901,14968,9074,20127,20141.4,29869,29869,29869,29869,29869,29869,67920,67920,67920,85.4,80,6.3,9.1,49500,46400,3100,2300,58e3,58e3,49500,25600,9.7,16.9,14.4,12.6,9.9,13.2,6,9.8,7.38,4700,8200,7e3,6200,4800,6400,2900,4800,3600,48800,48800,48800,48800,48800,48800,48800,48800,48800,4.73,7.67,17.11,4425,7166,15992,93475,93475,93475,25.9,175e3,27839
S14000045,Midlothian,37.94,11.92,2.52,30.2,2.34,NA,50.59,2.43,5760,1219,14594,1132,NA,24453,1173,67875,48331,0,68328,45273,11521,25.45,NA,NA,16458,36.35,1721,3.8,NA,NA,NA,NA,15573,34.4,NA,NA,0.7120589318600369,0.662583421145065,0,30.77,8.18,16.71,96.32,1.57,2.12,2.35,68.3,6.299999999999997,NA,NA,NA,NA,2e3,NA,NA,6805,13903,80124,1302,1761,83187,67600,4900,NA,NA,NA,NA,6500,83187,83187,83187,83187,83187,83187,83187,35368.55,86400,86200,83187,83187,83187,83187,39.9,19.19,7.9,56.48,NA,13100,3300,4200,3671,NA,44900,17200,53800,6500,6500,16.13,31.71,25.42,26.74,47.84,52.16,NA,NA,NA,4163,8183,6561,6901,12346,13462,NA,NA,NA,25808,25808,25808,25808,25808,25808,NA,NA,NA,78.5,75.1,4.3,5.2,42300,40500,1800,1100,53900,53900,42300,20700,7.2,20.2,11.1,13.9,12.2,10.5,10.5,3.4,10.55,3e3,8400,4600,5800,5100,4400,4400,1400,4400,41700,41700,41700,41700,41700,41700,41700,41700,41700,5.1,9.05,19.43,4244,7528,16165,83187,83187,83187,17,165e3,27627
E14000927,Sittingbourne & Sheppey,65.76,49.47,2.4,19.59,3.17,NA,NA,24.82,24425,1185,9673,1563,NA,NA,12257,76018,49378,0,81715,51389,30911,60.15,558,1.09,15700,30.55,1392,2.71,2828,5.5,NA,NA,NA,NA,NA,NA,0.6495566839432766,0.6288808664259928,1,28,8.38,16.12,94.92,2.39,2.7,4.52,72.1,10.700000000000003,21.6,62.8,0.6,28.9,2800,NA,NA,9062,17427,102609,2580,2916,108105,78900,10100,23351,67890,649,31242,1e4,108105,108105,108105,108105,108105,108105,108105,23930.74,106600,106600,108105,108105,108105,108105,21.7,12.37,11.6,45.96,52.12,8700,2300,7600,4596,5212,53300,18600,65500,1e4,1e4,14.83,30.5,25.94,28.73,45.33,54.67,14.3,29.79,29.8,4802,9878,8402,9305,14680,17707,11237,23404,23418.3,32387,32387,32387,32387,32387,32387,78576,78576,78576,78.2,73.4,6.2,NA,51800,48600,3200,NA,66200,66200,51800,27800,9.5,10.8,13.8,9.1,11.4,15.8,11.6,6.6,11.53,4800,5400,6900,4600,5700,7900,5800,3300,5800,50300,50300,50300,50300,50300,50300,50300,50300,50300,5.91,8.85,18.81,6391,9564,20333,108105,108105,108105,25.1,22e4,26520
E14001021,Watford,51.18,43.46,2.37,26.01,18.08,NA,NA,9.76,24400,1332,14606,10152,NA,NA,5481,83535,56149,1,86507,58610,26731,45.61,721,1.23,24639,42.04,5335,9.1,NA,NA,NA,NA,NA,NA,1184,2.02,0.6721613694858443,0.6775174263354411,1,NA,8.29,13.31,79.59,5.35,15.06,30.85,52.8,34,10.2,55.8,8.2,21.6,NA,NA,NA,9459,15174,90765,6100,17170,114035,46300,47100,11632,63632,9351,24632,7600,114035,114035,114035,114035,114035,114035,114035,3696.92,121800,120800,114035,114035,114035,114035,44.3,29.48,3.4,83.45,99.84,26800,5100,2600,6342,7588,66800,17300,78900,7600,7600,27.28,33.67,19.97,19.08,60.94,39.06,14.57,20.69,20.7,9952,12283,7287,6962,22235,14249,12166,17281,17289.5,36484,36484,36484,36484,36484,36484,83508,83508,83508,89.8,86.7,3.5,5.3,70800,68400,2500,1900,78900,78900,70800,35100,9.2,19.5,17.5,13.6,8.9,6.9,10.6,2.2,11.66,6400,13700,12300,9600,6300,4800,7500,1500,8200,70300,70300,70300,70300,70300,70300,70300,70300,70300,4.08,6.11,13.94,4649,6967,15893,114035,114035,114035,17,36e4,32639
E14000959,Spelthorne,60.3,49.69,3.51,18.57,6.44,NA,NA,20.85,24386,1724,9114,3163,NA,NA,10234,71592,49079,1,72641,50115,28692,57.25,1105,2.2,15267,30.46,2755,5.5,NA,NA,NA,NA,NA,NA,2296,4.58,0.6855374902223712,0.689899643452045,0,23.19,7.49,17.45,87.08,3.6,9.33,21.3,63,27.200000000000003,11,63.8,1.9,22.5,1600,NA,NA,7163,16680,83243,3439,8916,95598,56800,24200,10516,60992,1816,21510,6900,95598,95598,95598,95598,95598,95598,95598,4488.8,98100,97100,95598,95598,95598,95598,35,18.31,7.3,56.33,67.36,16900,2600,4400,3887,4648,49400,14200,59500,6900,6900,24.36,37.91,21.37,16.36,62.27,37.73,17.95,20.09,20.1,6974,10851,6116,4684,17825,10800,12553,14046,14054.4,28625,28625,28625,28625,28625,28625,69916,69916,69916,84.6,82.2,2.8,NA,51400,49900,1400,NA,60700,60700,51400,26100,11.6,25.4,14.1,14.8,8.1,8.4,4.4,2.8,8.05,6100,13300,7400,7700,4200,4400,2300,1500,4200,52200,52200,52200,52200,52200,52200,52200,52200,52200,4.1,6.42,14.92,3921,6139,14264,95598,95598,95598,13.1,385e3,35021
E14000718,Greenwich & Woolwich,35.67,26.62,6.4,52.2,5.66,NA,NA,8.32,12438,2991,24384,2645,NA,NA,3888,73315,46716,0,77190,53106,13501,25.42,1605,3.02,34215,64.43,3785,7.13,NA,NA,NA,NA,NA,NA,NA,NA,0.6371956625520017,0.6879906723668869,0,33.57,11.1,8.36,65.62,7.09,27.29,66.95,37.4,60.3,11.1,48.2,8.1,28,4700,NA,NA,12504,9416,73902,7987,30739,112628,37e3,76100,12502,54287,9123,31536,14e3,112628,112628,112628,112628,112628,112628,112628,1682.28,127600,127600,112628,112628,112628,112628,49.8,32.73,8.8,80.07,74.97,35400,5400,8200,11210,10496,72200,16500,92600,14e3,14e3,29.55,31.03,14.68,24.74,60.58,39.42,10,19.11,19.12,11827,12419,5874,9901,24246,15775,8432,16118,16126,40021,40021,40021,40021,40021,40021,84322,84322,84322,77.1,71.1,7.7,8.5,71900,66400,5500,3400,93300,93300,71900,40200,11.7,24.8,12.6,7.6,7,7.9,9.9,2.7,13.96,7800,16500,8400,5e3,4700,5300,6600,1800,9300,66600,66600,66600,66600,66600,66600,66600,66600,66600,5.09,6.88,13.91,5738,7747,15663,112628,112628,112628,27.1,425500,32440
S14000046,Moray,49.87,31.09,2.73,9.94,2.83,NA,49.48,3.93,15319,1345,4898,1395,NA,24384,1939,71685,49280,0,70649,47605,22637,47.55,NA,NA,5208,10.94,1078,2.26,204,0.43,NA,NA,18478,38.82,NA,NA,0.6874520471507288,0.6738241164064601,0,25.37,7.67,18.46,95.05,2.83,2.12,0.42,58.36,5,NA,NA,NA,NA,1700,NA,NA,7159,17222,88674,2642,1979,93295,66900,4300,NA,NA,NA,NA,6700,93295,93295,93295,93295,93295,93295,93295,223756.44,93400,93200,93295,93295,93295,93295,32.3,15.63,11.6,54.78,NA,6900,3e3,6700,3670,NA,47700,19200,57700,6700,6700,13.89,29.73,28.65,27.73,43.62,56.38,NA,NA,NA,3966,8485,8177,7915,12451,16092,NA,NA,NA,28543,28543,28543,28543,28543,28543,NA,NA,NA,76.6,73.4,4.2,4.9,44400,42500,1900,1200,57900,57900,44400,24200,7.2,14.3,11.2,6.9,16.2,10.3,9.7,9.1,14.64,3200,6300,5e3,3e3,7200,4600,4300,4100,6500,44400,44400,44400,44400,44400,44400,44400,44400,44400,3.89,7.55,17.71,3626,7045,16523,93295,93295,93295,22.9,139250,24687
E14000610,Burton,64.61999999999999,49.77,2.5,27.53,2.52,NA,NA,17.68,24376,1224,13484,1232,NA,NA,8658,75248,48974,0,73954,49911,28936,57.98,824,1.65,18889,37.85,1262,2.53,NA,NA,NA,NA,NA,NA,NA,NA,0.6508345736763768,0.6748925007437055,1,24.21,8.56,16.25,91.16,3.86,4.9899999999999904,4.22,66,16.400000000000006,22.3,63.1,6.6,22.5,2300,NA,NA,8793,16693,93646,3963,5122,102731,52500,11300,22909,64823,6780,23114,9500,102731,102731,102731,102731,102731,102731,102731,24337.44,98500,98100,102731,102731,102731,102731,24.4,17.71,17.8,49.78,58.44,8200,3100,10800,4729,5552,47700,17500,60400,9500,9500,18.44,25.74,22.67,33.15,44.18,55.82,11.5,33.19,33.21,5845,8158,7184,10506,14003,17690,8647,24949,24964.8,31693,31693,31693,31693,31693,31693,75167,75167,75167,78.6,76.4,2.8,NA,48500,47100,1300,NA,61700,61700,48500,24200,10,13.3,11.8,11,16.4,4.9,7.9,9.2,15.46,5e3,6600,5900,5500,8200,2400,3900,4600,7700,49800,49800,49800,49800,49800,49800,49800,49800,49800,5.05,8.03,17.77,5184,8245,18257,102731,102731,102731,27.4,155e3,25266
E14000788,Lewisham West & Penge,34.47,24.17,8.47,50.59,7.71,NA,NA,7.82,11633,4077,24347,3709,NA,NA,3764,72290,48125,1,72902,53196,12249,23.03,1144,2.15,35411,66.57,3317,6.24,375,0.7,NA,NA,NA,NA,700,1.32,0.665721399917001,0.729691915173795,1,25,7.92,10.16,73.85,6.68,19.47,66.84,42.3,48.7,10.9,54,5.3,28.6,2300,NA,NA,8396,10770,78275,7080,20638,105993,29200,63500,11553,57236,5618,30314,9200,105993,105993,105993,105993,105993,105993,105993,1585.8,117e3,116300,105993,105993,105993,105993,50.5,32.62,7.3,73.99,79.77,32300,6100,6e3,6807,7339,71100,18700,82400,9200,9200,26.75,35.72,15.83,21.69,62.48,37.52,13.32,18.39,18.4,10484,13999,6204,8501,24483,14705,10467,14456,14463.2,39188,39188,39188,39188,39188,39188,78598,78598,78598,78.7,74.3,5.7,5.2,64900,61200,3700,1700,82400,82400,64900,32600,5.8,26.7,21.7,5.3,9.1,9.1,8.8,4.4,8.69,3700,16900,13700,3300,5800,5800,5500,2800,5500,63300,63300,63300,63300,63300,63300,63300,63300,63300,5.02,6.99,14.65,5319,7411,15530,105993,105993,105993,35.8,396e3,33908
E14000741,Hendon,41.94,49.02,2.05,41.52,2.19,NA,NA,5.23,24328,1015,20604,1088,NA,NA,2595,75285,49630,1,76329,52215,25078,48.03,578,1.11,24006,45.98,1985,3.8,NA,NA,NA,NA,NA,NA,568,1.09,0.6592282659228266,0.6840781354400032,1,44.06,10.21,11.6,57.51,10.8,31.69,39.5,32.1,66.1,6,38.8,13.9,11.9,6300,NA,NA,12646,14362,71197,13369,39239,123805,31500,83800,7428,48036,17209,14733,14300,123805,123805,123805,123805,123805,123805,123805,3133.97,129700,129700,123805,123805,123805,123805,40.7,42.53,4.5,84,86.7,27700,9400,3700,12012,12398,65300,22100,84e3,14300,14300,27.07,31.55,16.75,24.63,58.62,41.38,11.1,17.42,17.43,9645,11244,5968,8777,20889,14745,9895,15538,15544.9,35634,35634,35634,35634,35634,35634,89175,89175,89175,70.6,61.8,12.5,16.3,60500,52900,7500,5700,85600,85600,60500,35e3,9.5,25.6,8.6,10.5,11.7,14.1,5.2,7.1,7.79,5300,14100,4700,5800,6500,7800,2900,3900,4300,55200,55200,55200,55200,55200,55200,55200,55200,55200,4.69,6.57,13.91,5807,8132,17223,123805,123805,123805,26,431575,NA
E14000943,South Ribble,56.849999999999994,46.43,NA,35.07,4.41,NA,NA,14.09,24313,NA,18368,2312,NA,NA,7377,76489,52370,1,75752,54834,28980,52.85,494,0.9,21559,39.32,2073,3.78,341,0.62,NA,NA,NA,NA,1387,2.53,0.6846736131992835,0.7238620762488119,1,28.44,7.72,18.39,96.79,1.38,1.81999999999999,4.95,69,3.700000000000003,17.2,75.7,0.5,16.9,3100,NA,NA,7514,17909,94249,1348,1774,97371,72300,4600,16748,73710,487,16456,10900,97371,97371,97371,97371,97371,97371,97371,19681.87,98e3,98e3,97371,97371,97371,97371,35.3,22.76,4.6,40.72,49.79,11500,3300,2800,4438,5427,47300,14500,61300,10900,10900,24.24,33,22.89,19.87,57.24,42.76,15.08,24.13,24.14,6947,9457,6560,5694,16404,12254,10883,17413,17423.1,28658,28658,28658,28658,28658,28658,72167,72167,72167,78.6,76.7,2.4,NA,48500,47300,1200,NA,61700,61700,48500,25300,11.8,16.2,12.6,13.9,11,10.2,6.2,12.4,4.74,5700,7900,6100,6700,5400,5e3,3e3,6e3,2300,48500,48500,48500,48500,48500,48500,48500,48500,48500,5.22,8.47,18.27,5079,8250,17794,97371,97371,97371,42.3,167e3,27606
E14000785,Leigh,63.449999999999996,22.64,NA,53.88,2.55,NA,NA,19.73,10216,NA,24312,1150,NA,NA,8903,75905,45123,1,76211,46874,16793,35.83,NA,NA,26347,56.21,951,2.03,NA,NA,NA,NA,NA,NA,2783,5.94,0.594466767670114,0.6150555694059913,1,20.88,8.37,15.6,96.57,1.29,2.14,15.36,73,8.200000000000003,19,75.2,0.8,17.5,1900,NA,NA,8620,16063,99461,1327,2209,102997,63400,7900,19569,77454,824,18024,9100,102997,102997,102997,102997,102997,102997,102997,6706.22,102100,102100,102997,102997,102997,102997,29.6,14.36,6.5,50.9,57.98,11800,2900,4400,4632,5276,55300,20200,67700,9100,9100,16.1,30.28,24.12,29.5,46.38,53.62,14.15,30.67,30.69,5471,10291,8197,10023,15762,18220,10860,23548,23562.5,33982,33982,33982,33982,33982,33982,76775,76775,76775,82.4,79,4.1,4,56300,54e3,2300,1100,68300,68300,56300,28700,9.2,13.6,14.2,10.5,12.2,11.4,9,9.2,10.2,5e3,7400,7800,5700,6700,6300,4900,5100,5600,54900,54900,54900,54900,54900,54900,54900,54900,54900,7.07,10.69,20.88,7287,11006,21502,102997,102997,102997,31.8,129970,27823
E14000919,Sheffield Central,30.41,11.13,15.84,55.03,9.68,NA,NA,7.46,4917,6999,24308,4278,NA,NA,3296,72321,44173,1,77560,47877,6215,12.98,3848,8.04,33963,70.94,2465,5.15,326,0.6799999999999999,NA,NA,NA,NA,1060,2.21,0.6107907799947456,0.6172898401237752,1,68.38,32.68,8.76,78.06,3.94,18.01,57.18,50,31.400000000000006,13.3,39.4,11.3,38.5,18600,NA,NA,37679,10101,89986,4538,20760,115284,52600,22800,15333,45422,13027,44384,27200,115284,115284,115284,115284,115284,115284,115284,2016.21,96e3,96e3,115284,115284,115284,115284,41.9,41.58,9.4,133.58,65.36,23300,4200,7100,36335,17777,45900,10100,74800,27200,27200,23.98,40.88,11.68,23.47,64.85,35.15,6.98,16.25,16.26,9102,15518,4434,8910,24620,13344,6648,15488,15495.2,37964,37964,37964,37964,37964,37964,95289,95289,95289,71.6,64.3,10.2,11.4,53500,48100,5500,3200,74800,74800,53500,28200,8.4,28,18.2,4.7,8.8,2.5,7.7,4.2,16.63,4100,13500,8800,2200,4200,1200,3700,2e3,8e3,48100,48100,48100,48100,48100,48100,48100,48100,48100,4.88,6.65,13.81,5626,7671,15923,115284,115284,115284,18.5,139e3,27559
